CustomerID,Name,Email,Region,Segment
498,Customer 498,customer498@fabrikam.com,South America,Business
499,Customer 499,customer499@fabrikam.com,Asia,Business
500,Customer 500,customer500@fabrikam.com,North America,Business
501,Customer 501,customer501@fabrikam.com,Europe,Business
502,Customer 502,customer502@fabrikam.com,Asia,Business
503,Customer 503,customer503@fabrikam.com,South America,Consumer
504,Customer 504,customer504@fabrikam.com,Europe,Consumer
505,Customer 505,customer505@fabrikam.com,South America,Business
506,Customer 506,customer506@fabrikam.com,Asia,Consumer
507,Customer 507,customer507@fabrikam.com,North America,Business
508,Customer 508,customer508@fabrikam.com,Asia,Consumer
509,Customer 509,customer509@fabrikam.com,South America,Enterprise
510,Customer 510,customer510@fabrikam.com,North America,Enterprise
511,Customer 511,customer511@fabrikam.com,South America,Consumer
512,Customer 512,customer512@fabrikam.com,South America,Business
513,Customer 513,customer513@fabrikam.com,Asia,Enterprise
514,Customer 514,customer514@fabrikam.com,North America,Business
515,Customer 515,customer515@fabrikam.com,North America,Consumer
516,Customer 516,customer516@fabrikam.com,Europe,Enterprise
517,Customer 517,customer517@fabrikam.com,Europe,Enterprise
518,Customer 518,customer518@fabrikam.com,North America,Business
519,Customer 519,customer519@fabrikam.com,South America,Enterprise
520,Customer 520,customer520@fabrikam.com,North America,Consumer
521,Customer 521,customer521@fabrikam.com,Asia,Enterprise
522,Customer 522,customer522@fabrikam.com,North America,Consumer
523,Customer 523,customer523@fabrikam.com,Asia,Consumer
524,Customer 524,customer524@fabrikam.com,Asia,Enterprise
525,Customer 525,customer525@fabrikam.com,North America,Business
526,Customer 526,customer526@fabrikam.com,South America,Enterprise
527,Customer 527,customer527@fabrikam.com,North America,Consumer
528,Customer 528,customer528@fabrikam.com,Europe,Enterprise
529,Customer 529,customer529@fabrikam.com,Europe,Consumer
530,Customer 530,customer530@fabrikam.com,Asia,Enterprise
531,Customer 531,customer531@fabrikam.com,North America,Business
532,Customer 532,customer532@fabrikam.com,Europe,Consumer
533,Customer 533,customer533@fabrikam.com,North America,Business
534,Customer 534,customer534@fabrikam.com,Asia,Business
535,Customer 535,customer535@fabrikam.com,North America,Business
536,Customer 536,customer536@fabrikam.com,South America,Consumer
537,Customer 537,customer537@fabrikam.com,Europe,Consumer
538,Customer 538,customer538@fabrikam.com,Asia,Business
539,Customer 539,customer539@fabrikam.com,Europe,Business
540,Customer 540,customer540@fabrikam.com,South America,Consumer
541,Customer 541,customer541@fabrikam.com,North America,Enterprise
542,Customer 542,customer542@fabrikam.com,Asia,Consumer
543,Customer 543,customer543@fabrikam.com,South America,Business
544,Customer 544,customer544@fabrikam.com,North America,Consumer
545,Customer 545,customer545@fabrikam.com,North America,Business
546,Customer 546,customer546@fabrikam.com,South America,Consumer
547,Customer 547,customer547@fabrikam.com,South America,Business
548,Customer 548,customer548@fabrikam.com,Asia,Enterprise
549,Customer 549,customer549@fabrikam.com,Europe,Business
550,Customer 550,customer550@fabrikam.com,North America,Business
551,Customer 551,customer551@fabrikam.com,Asia,Consumer
552,Customer 552,customer552@fabrikam.com,Asia,Business
553,Customer 553,customer553@fabrikam.com,South America,Business
554,Customer 554,customer554@fabrikam.com,Asia,Enterprise
555,Customer 555,customer555@fabrikam.com,South America,Consumer
556,Customer 556,customer556@fabrikam.com,South America,Enterprise
557,Customer 557,customer557@fabrikam.com,Europe,Consumer
558,Customer 558,customer558@fabrikam.com,South America,Business
559,Customer 559,customer559@fabrikam.com,North America,Consumer
560,Customer 560,customer560@fabrikam.com,Asia,Enterprise
561,Customer 561,customer561@fabrikam.com,Europe,Enterprise
562,Customer 562,customer562@fabrikam.com,South America,Consumer
563,Customer 563,customer563@fabrikam.com,North America,Business
564,Customer 564,customer564@fabrikam.com,Asia,Enterprise
565,Customer 565,customer565@fabrikam.com,North America,Business
566,Customer 566,customer566@fabrikam.com,Europe,Enterprise
567,Customer 567,customer567@fabrikam.com,Asia,Consumer
568,Customer 568,customer568@fabrikam.com,North America,Consumer
569,Customer 569,customer569@fabrikam.com,Europe,Consumer
570,Customer 570,customer570@fabrikam.com,Asia,Enterprise
571,Customer 571,customer571@fabrikam.com,South America,Consumer
572,Customer 572,customer572@fabrikam.com,Asia,Consumer
573,Customer 573,customer573@fabrikam.com,North America,Business
574,Customer 574,customer574@fabrikam.com,Europe,Consumer
575,Customer 575,customer575@fabrikam.com,Asia,Business
576,Customer 576,customer576@fabrikam.com,North America,Enterprise
577,Customer 577,customer577@fabrikam.com,North America,Enterprise
578,Customer 578,customer578@fabrikam.com,North America,Enterprise
579,Customer 579,customer579@fabrikam.com,South America,Enterprise
580,Customer 580,customer580@fabrikam.com,Europe,Business
581,Customer 581,customer581@fabrikam.com,Europe,Consumer
582,Customer 582,customer582@fabrikam.com,North America,Enterprise
583,Customer 583,customer583@fabrikam.com,North America,Enterprise
584,Customer 584,customer584@fabrikam.com,South America,Enterprise
585,Customer 585,customer585@fabrikam.com,North America,Business
586,Customer 586,customer586@fabrikam.com,South America,Consumer
587,Customer 587,customer587@fabrikam.com,Europe,Enterprise
588,Customer 588,customer588@fabrikam.com,Europe,Enterprise
589,Customer 589,customer589@fabrikam.com,Europe,Consumer
590,Customer 590,customer590@fabrikam.com,North America,Consumer
591,Customer 591,customer591@fabrikam.com,South America,Business
592,Customer 592,customer592@fabrikam.com,North America,Enterprise
593,Customer 593,customer593@fabrikam.com,South America,Enterprise
594,Customer 594,customer594@fabrikam.com,Asia,Consumer
595,Customer 595,customer595@fabrikam.com,South America,Business
596,Customer 596,customer596@fabrikam.com,Asia,Enterprise
597,Customer 597,customer597@fabrikam.com,Europe,Consumer
598,Customer 598,customer598@fabrikam.com,Europe,Consumer
599,Customer 599,customer599@fabrikam.com,South America,Business
600,Customer 600,customer600@fabrikam.com,South America,Enterprise
601,Customer 601,customer601@fabrikam.com,Europe,Enterprise
602,Customer 602,customer602@fabrikam.com,Europe,Consumer
603,Customer 603,customer603@fabrikam.com,Europe,Business
604,Customer 604,customer604@fabrikam.com,North America,Consumer
605,Customer 605,customer605@fabrikam.com,Europe,Enterprise
606,Customer 606,customer606@fabrikam.com,Asia,Business
607,Customer 607,customer607@fabrikam.com,North America,Business
608,Customer 608,customer608@fabrikam.com,Europe,Enterprise
609,Customer 609,customer609@fabrikam.com,Europe,Enterprise
610,Customer 610,customer610@fabrikam.com,South America,Consumer
611,Customer 611,customer611@fabrikam.com,Europe,Consumer
612,Customer 612,customer612@fabrikam.com,Asia,Enterprise
613,Customer 613,customer613@fabrikam.com,Europe,Enterprise
614,Customer 614,customer614@fabrikam.com,Europe,Enterprise
615,Customer 615,customer615@fabrikam.com,South America,Enterprise
616,Customer 616,customer616@fabrikam.com,Europe,Enterprise
617,Customer 617,customer617@fabrikam.com,North America,Consumer
618,Customer 618,customer618@fabrikam.com,Asia,Business
619,Customer 619,customer619@fabrikam.com,Europe,Enterprise
620,Customer 620,customer620@fabrikam.com,South America,Business
621,Customer 621,customer621@fabrikam.com,Asia,Consumer
622,Customer 622,customer622@fabrikam.com,Europe,Business
623,Customer 623,customer623@fabrikam.com,Asia,Enterprise
624,Customer 624,customer624@fabrikam.com,South America,Business
625,Customer 625,customer625@fabrikam.com,Asia,Consumer
626,Customer 626,customer626@fabrikam.com,Europe,Consumer
627,Customer 627,customer627@fabrikam.com,Europe,Enterprise
628,Customer 628,customer628@fabrikam.com,North America,Enterprise
629,Customer 629,customer629@fabrikam.com,South America,Business
630,Customer 630,customer630@fabrikam.com,South America,Consumer
631,Customer 631,customer631@fabrikam.com,Europe,Consumer
632,Customer 632,customer632@fabrikam.com,South America,Business
633,Customer 633,customer633@fabrikam.com,Europe,Business
634,Customer 634,customer634@fabrikam.com,Asia,Consumer
635,Customer 635,customer635@fabrikam.com,South America,Business
636,Customer 636,customer636@fabrikam.com,Europe,Enterprise
637,Customer 637,customer637@fabrikam.com,Asia,Consumer
638,Customer 638,customer638@fabrikam.com,Europe,Consumer
639,Customer 639,customer639@fabrikam.com,Asia,Enterprise
640,Customer 640,customer640@fabrikam.com,South America,Enterprise
641,Customer 641,customer641@fabrikam.com,North America,Enterprise
642,Customer 642,customer642@fabrikam.com,Asia,Consumer
643,Customer 643,customer643@fabrikam.com,Europe,Business
644,Customer 644,customer644@fabrikam.com,South America,Enterprise
645,Customer 645,customer645@fabrikam.com,North America,Business
646,Customer 646,customer646@fabrikam.com,South America,Enterprise
647,Customer 647,customer647@fabrikam.com,Asia,Business
648,Customer 648,customer648@fabrikam.com,North America,Consumer
649,Customer 649,customer649@fabrikam.com,South America,Consumer
650,Customer 650,customer650@fabrikam.com,South America,Business
651,Customer 651,customer651@fabrikam.com,Europe,Enterprise
652,Customer 652,customer652@fabrikam.com,Europe,Business
653,Customer 653,customer653@fabrikam.com,North America,Enterprise
654,Customer 654,customer654@fabrikam.com,South America,Consumer
655,Customer 655,customer655@fabrikam.com,North America,Enterprise
656,Customer 656,customer656@fabrikam.com,Asia,Enterprise
657,Customer 657,customer657@fabrikam.com,South America,Business
658,Customer 658,customer658@fabrikam.com,South America,Business
659,Customer 659,customer659@fabrikam.com,South America,Enterprise
660,Customer 660,customer660@fabrikam.com,Europe,Business
661,Customer 661,customer661@fabrikam.com,North America,Consumer
662,Customer 662,customer662@fabrikam.com,North America,Consumer
663,Customer 663,customer663@fabrikam.com,Europe,Enterprise
664,Customer 664,customer664@fabrikam.com,North America,Enterprise
665,Customer 665,customer665@fabrikam.com,Asia,Business
666,Customer 666,customer666@fabrikam.com,Asia,Enterprise
667,Customer 667,customer667@fabrikam.com,North America,Business
668,Customer 668,customer668@fabrikam.com,South America,Consumer
669,Customer 669,customer669@fabrikam.com,Europe,Consumer
670,Customer 670,customer670@fabrikam.com,Europe,Enterprise
671,Customer 671,customer671@fabrikam.com,South America,Enterprise
672,Customer 672,customer672@fabrikam.com,Europe,Consumer
673,Customer 673,customer673@fabrikam.com,North America,Consumer
674,Customer 674,customer674@fabrikam.com,North America,Consumer
675,Customer 675,customer675@fabrikam.com,Asia,Business
676,Customer 676,customer676@fabrikam.com,South America,Consumer
677,Customer 677,customer677@fabrikam.com,Europe,Business
678,Customer 678,customer678@fabrikam.com,Europe,Enterprise
679,Customer 679,customer679@fabrikam.com,North America,Consumer
680,Customer 680,customer680@fabrikam.com,North America,Business
681,Customer 681,customer681@fabrikam.com,South America,Enterprise
682,Customer 682,customer682@fabrikam.com,South America,Consumer
683,Customer 683,customer683@fabrikam.com,Asia,Consumer
684,Customer 684,customer684@fabrikam.com,Europe,Enterprise
685,Customer 685,customer685@fabrikam.com,South America,Consumer
686,Customer 686,customer686@fabrikam.com,Asia,Consumer
687,Customer 687,customer687@fabrikam.com,South America,Enterprise
688,Customer 688,customer688@fabrikam.com,North America,Enterprise
689,Customer 689,customer689@fabrikam.com,Asia,Enterprise
690,Customer 690,customer690@fabrikam.com,Asia,Business
691,Customer 691,customer691@fabrikam.com,South America,Consumer
692,Customer 692,customer692@fabrikam.com,Asia,Enterprise
693,Customer 693,customer693@fabrikam.com,South America,Consumer
694,Customer 694,customer694@fabrikam.com,Asia,Enterprise
695,Customer 695,customer695@fabrikam.com,Asia,Consumer
696,Customer 696,customer696@fabrikam.com,North America,Business
697,Customer 697,customer697@fabrikam.com,South America,Business
698,Customer 698,customer698@fabrikam.com,Europe,Business
699,Customer 699,customer699@fabrikam.com,Asia,Enterprise
700,Customer 700,customer700@fabrikam.com,South America,Consumer
